"start" "cepbp"
"1" 141382625 0.0399854814798478
"2" 141382626 0.0399854814798478
"3" 141382627 0.0399854814798478
"4" 141382628 0.0399854814798478
"5" 141382629 0.0399854814798478
"6" 141382630 0.0399854814798478
"7" 141382631 0.0399854814798478
"8" 141382632 0.0399854814798478
"9" 141382633 0.0399854814798478
"10" 141382634 0.0399854814798478
"11" 141382635 0.0399854814798478
"12" 141382636 0.0399854814798478
"13" 141382637 0.0399854814798478
"14" 141382638 0.0399854814798478
"15" 141382639 0.0399854814798478
"16" 141382640 0.0399854814798478
"17" 141382641 0.0399854814798478
"18" 141382642 0.0399854814798478
"19" 141382643 0.0399854814798478
"20" 141382644 0.0399854814798478
"21" 141382645 0.0399854814798478
"22" 141382646 0.0399854814798478
"23" 141382647 0.0399854814798478
"24" 141382648 0.0399854814798478
"25" 141382649 0.0399854814798478
"26" 141382650 0.0399854814798478
"27" 141382651 0.0399854814798478
"28" 141382652 0.0399854814798478
"29" 141382653 0.0399854814798478
"30" 141382654 0.0399854814798478
"31" 141382655 0.0399854814798478
"32" 141382656 0.0399854814798478
"33" 141382657 0.0399854814798478
"34" 141382658 0.0399854814798478
"35" 141382659 0.0399854814798478
"36" 141382660 0.0399854814798478
"37" 141382661 0.0399854814798478
"38" 141382662 0.0399854814798478
"39" 141382663 0.0399854814798478
"40" 141382664 0.0399854814798478
"41" 141382665 0.0399854814798478
"42" 141382666 0.0399854814798478
"43" 141382667 0.0399854814798478
"44" 141382668 0.0399854814798478
"45" 141382669 0.0399854814798478
"46" 141382670 0.0399854814798478
"47" 141382671 0.0399854814798478
"48" 141382672 0.0399854814798478
"49" 141382673 0.0399854814798478
"50" 141382674 0.0399854814798478
"51" 141382675 0.0399854814798478
"52" 141382676 0.0399854814798478
"53" 141382677 0.0399854814798478
"54" 141382678 0.0399854814798478
"55" 141382679 0.0399854814798478
"56" 141382680 0.0399854814798478
"57" 141382681 0.0399854814798478
"58" 141382682 0.0399854814798478
"59" 141382683 0.0399854814798478
"60" 141382684 0.0399854814798478
"61" 141382685 0.0399854814798478
"62" 141382686 0.0399854814798478
"63" 141382687 0.0399854814798478
"64" 141382688 0.0399854814798478
"65" 141382689 0.0399854814798478
"66" 141382690 0.0399854814798478
"67" 141382691 0.0399854814798478
"68" 141382692 0.0399854814798478
"69" 141382693 0.0399854814798478
"70" 141382694 0.0399854814798478
"71" 141382695 0.0399854814798478
"72" 141382696 0.0399854814798478
"73" 141382697 0.0399854814798478
"74" 141382698 0.0399854814798478
"75" 141382699 0.0399854814798478
"76" 141382700 0.0399854814798478
"77" 141382701 0.0399854814798478
"78" 141382702 0.0399854814798478
"79" 141382703 0.0399854814798478
"80" 141382704 0.0399854814798478
"81" 141382705 0.0399854814798478
"82" 141382706 0.0399854814798478
"83" 141382707 0.0399854814798478
"84" 141382708 0.0399854814798478
"85" 141382709 0.0399854814798478
"86" 141382710 0.0399854814798478
"87" 141382711 0.0399854814798478
"88" 141382712 0.0399854814798478
"89" 141382713 0.0399854814798478
"90" 141382714 0.0399854814798478
"91" 141382715 0.0399854814798478
"92" 141382716 0.0399854814798478
"93" 141382717 0.0399854814798478
"94" 141382718 0.0399854814798478
"95" 141382719 0.0399854814798478
"96" 141382720 0.0399854814798478
"97" 141382721 0.0399854814798478
"98" 141382722 0.0399854814798478
"99" 141382723 0.0399854814798478
"100" 141382724 0.0399854814798478
"101" 141382725 0.0399854814798478
"102" 141382726 0.0399854814798478
"103" 141382727 0.0399854814798478
"104" 141382728 0.0399854814798478
"105" 141382729 0.0399854814798478
"106" 141382730 0.0399854814798478
"107" 141382731 0.0399854814798478
"108" 141382732 0.0399854814798478
"109" 141382733 0.0399854814798478
"110" 141382734 0.0399854814798478
"111" 141382735 0.0399854814798478
"112" 141382736 0.0399854814798478
"113" 141382737 0.0399854814798478
"114" 141382738 0.0399854814798478
"115" 141382739 0.0399854814798478
"116" 141382740 0.0399854814798478
"117" 141382741 0.0399854814798478
"118" 141382742 0.0399854814798478
"119" 141382743 0.0399854814798478
"120" 141382744 0.0399854814798478
"121" 141382745 0.0399854814798478
"122" 141382746 0.0399854814798478
"123" 141382747 0.0399854814798478
"124" 141382748 0.0399854814798478
"125" 141382749 0.0399854814798478
"126" 141382750 0.0399854814798478
"127" 141382751 0.0399854814798478
"128" 141382752 0.0399854814798478
"129" 141382753 0.0399854814798478
